id;name;slug;city;type;status;source;phone;instagramUsername
690e02740b9deb654ef93c3b;DAĞALTI BUNGALOV  DAĞALTI SUİT BUNGALOV;dagalti-bungalov-dagalti-sui-t-bungalov;Sapanca;bungalov;approved;savibu;05339502473;sapancadagaltisuite
690e02740b9deb654ef93c3c;SAPANCA GÖLGEM BUNGALOV;sapanca-golgem-bungalov;Sapanca;bungalov;approved;savibu;05396474177;sapancagolgembungalov
690e02740b9deb654ef93c3d;DOA BUTİK EVLER;doa-buti-k-evler;Sapanca;bungalov;approved;savibu;05385875794;doabutikevler
690e02740b9deb654ef93c3e;DOSA VİLLA SAPANCA;dosa-vi-lla-sapanca;Sapanca;bungalov;approved;savibu;05326762751;dosavillasapanca
690e02740b9deb654ef93c3f;AYAN BUNGALOV SAPANCA  SAPANCA VİLLA AYAN;ayan-bungalov-sapanca-sapanca-vi-lla-ayan;Sapanca;bungalov;approved;savibu;05397134801;ayanbungalovsapanca
690e02740b9deb654ef93c41;BİCA SUİT;bi-ca-sui-t;Sapanca;bungalov;approved;savibu;05384975054;sapancabicasuit
690e02740b9deb654ef93c43;MG SUİT BUNGALOV;mg-sui-t-bungalov;Sapanca;bungalov;approved;savibu;05527823254;mgsuitsapanca
690e02740b9deb654ef93c45;SAPANCA LORESİMA BUNGALOV;sapanca-loresi-ma-bungalov;Sapanca;bungalov;approved;savibu;05468963878;sapancaloresimabungalov
690e02740b9deb654ef93c48;SAPANCA ASTERİA BUNGALOV;sapanca-asteri-a-bungalov;Sapanca;bungalov;approved;savibu;05304166054;sapancaasteria
690e02740b9deb654ef93c4a;SAPANCA ELYSİAN HOUSES;sapanca-elysi-an-houses;Sapanca;bungalov;approved;savibu;05415925454;elysianhouses
690e02740b9deb654ef93c4b;SAPANCA ASPİRAS HOUSE;sapanca-aspi-ras-house;Sapanca;bungalov;approved;savibu;05521766437;sapancaaspirashouse
690e02740b9deb654ef93c4f;BİBAHA BUNGALOW SAPANCA;bi-baha-bungalow-sapanca;Sapanca;bungalov;approved;savibu;905312724454;bibahabungalowsapanca
690e02740b9deb654ef93c51;ENOVİS BUNGALOV SAPANCA;enovi-s-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05322643899;enovisbungalovsapanca
690e02740b9deb654ef93c52;WHİTE STONE BUNGALOV SAPANCA;whi-te-stone-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05071731491;whitestonebungalovsapanca
690e02740b9deb654ef93c59;MUCİZE BUNGALOV;muci-ze-bungalov;Sapanca;bungalov;approved;savibu;05454710328;mucizebungalov
690e02740b9deb654ef93c5b;ARMONİA BUNGALOV;armoni-a-bungalov;Sapanca;bungalov;approved;savibu;05335684154;armoniabungalows
690e02740b9deb654ef93c5c;GÜMÜŞ VADİ BUNGALOV;gumus-vadi-bungalov;Sapanca;bungalov;approved;savibu;05425477075;sapancagumusvadibungalov
690e02740b9deb654ef93c60;ADALİFE BUNGALOV;adali-fe-bungalov;Sapanca;bungalov;approved;savibu;05355554144;adalifebungalov
690e02740b9deb654ef93c61;SAPANCA GOLDEN LİFE SUİT BUNGALOV;sapanca-golden-li-fe-sui-t-bungalov;Sapanca;bungalov;approved;savibu;05058105454;sapancagoldenlifebungalov
690e02740b9deb654ef93c62;SAPANCA DAİSY BUNGALOW;sapanca-dai-sy-bungalow;Sapanca;bungalov;approved;savibu;05464263454;sapancadaisybungalow
690e02740b9deb654ef93c63;REYYAN BAHÇE  LİDYA BUNGALOVS;reyyan-bahce-li-dya-bungalovs;Sapanca;bungalov;approved;savibu;05434796442;sapancalidyabungalows
690e02740b9deb654ef93c64;ROOMY TİNY HOUSE;roomy-ti-ny-house;Sapanca;bungalov;approved;savibu;05327859680;roomytinyhouse
690e02740b9deb654ef93c67;ORLİN BUNGALOV;orli-n-bungalov;Sapanca;bungalov;approved;savibu;905382744354;sapancaorlinbungalov
690e02740b9deb654ef93c6a;DERİN HOUSE SAPANCA;deri-n-house-sapanca;Sapanca;bungalov;approved;savibu;05540181854;derinhousesapanca
690e02740b9deb654ef93c6b;TWİN BİRDS SAPANCA;twi-n-bi-rds-sapanca;Sapanca;bungalov;approved;savibu;05339179500;twinbirdsapanca
690e02740b9deb654ef93c6c;SAPANCA PİNE LİFE;sapanca-pi-ne-li-fe;Sapanca;bungalov;approved;savibu;05491227463;sapancapinelife
690e02740b9deb654ef93c6e;SAPANCA TRİO BUNGALOV;sapanca-tri-o-bungalov;Sapanca;bungalov;approved;savibu;05050425454;sapancatriobungalow
690e02740b9deb654ef93c70;BUNGALOV KEYİF;bungalov-keyi-f;Sapanca;bungalov;approved;savibu;05011555454;bungalovkeyif
690e02740b9deb654ef93c72;SAPANCA HİDALAL BUNGALOV;sapanca-hi-dalal-bungalov;Sapanca;bungalov;approved;savibu;05377264130;sapancahidalalbungalov
690e02740b9deb654ef93c74;SAPANCA OTTO SUİT BUNGALOV;sapanca-otto-sui-t-bungalov;Sapanca;bungalov;approved;savibu;05313036886;ottosuitbungalovsapanca
690e02740b9deb654ef93c76;ALİS PARADİSE BUNGALOV;ali-s-paradi-se-bungalov;Sapanca;bungalov;approved;savibu;05496915400;alisparadisebungalov
690e02740b9deb654ef93c78;NİOS BUNGALOV SAPANCA;ni-os-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05364989997;niosbungalovsapanca
690e02740b9deb654ef93c79;LAVİNİA BUNGALOW;lavi-ni-a-bungalow;Sapanca;bungalov;approved;savibu;05377775848;laviniabungalowsapanca
690e02740b9deb654ef93c7a;ALP'İN BUNGALOV SAPANCA;alp-i-n-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05541282746;alpin.bungalovsapanca
690e02740b9deb654ef93c7b;SİMA BUNGALOV SAPANCA;si-ma-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05521413454;simabungalovsapanca
690e02740b9deb654ef93c7d;SAPANCA COCO SERENİTY BUNGALOV;sapanca-coco-sereni-ty-bungalov;Sapanca;bungalov;approved;savibu;05419704154;sapancacocoserenitybungalov
690e02740b9deb654ef93c7f;RİVA SAPANCA;ri-va-sapanca;Sapanca;bungalov;approved;savibu;05070193998;rivasapanca
690e02740b9deb654ef93c80;SAPANCA AYZA BUNGALOV;sapanca-ayza-bungalov;Sapanca;bungalov;approved;savibu;05320522820;sapanca_ayza.bungalov
690e02740b9deb654ef93c81;ZK WOODEN VİLLAGE;zk-wooden-vi-llage;Sapanca;bungalov;approved;savibu;05309107654;zkwoodenvillage
690e02740b9deb654ef93c83;JUNO BUNGALOVMAJALİS BUNGALOV;juno-bungalovmajali-s-bungalov;Sapanca;bungalov;approved;savibu;05356378370;junobungalovsapanca
690e02740b9deb654ef93c84;ARMONİ LİFE BUNGALOV;armoni-li-fe-bungalov;Sapanca;bungalov;approved;savibu;05313582584;armonilifebungalov
690e02740b9deb654ef93c85;SAPANCA EFENDY SUİT 2;sapanca-efendy-sui-t-2;Sapanca;bungalov;approved;savibu;05426530492;efendysuit
690e02740b9deb654ef93c86;SAPANCA MAVİ YEŞİL BUNGALOV;sapanca-mavi-yesi-l-bungalov;Sapanca;bungalov;approved;savibu;05336337782;sapancamaviyesilbungalov
690e02740b9deb654ef93c89;ÇİFTLİK BUNGALOV & RESTAURANT;ci-ftli-k-bungalov-restaurant;Sapanca;bungalov;approved;savibu;08503088418;sapancaciftlikbungalov
690e02740b9deb654ef93c8f;SAPANCA VİVA LA VİDA DAĞ EVİ;sapanca-vi-va-la-vi-da-dag-evi;Sapanca;bungalov;approved;savibu;05386432077;sapancavivalavida_dagevi
690e02740b9deb654ef93c90;GMA FAMİLY VİLLA & BUNGALOV;gma-fami-ly-vi-lla-bungalov;Sapanca;bungalov;approved;savibu;05316676856;gmafamilyvillabungalov
690e02740b9deb654ef93c91;CORNER LİFE BUNGALOW;corner-li-fe-bungalow;Sapanca;bungalov;approved;savibu;05497661771;sapancacornerlifebungalow
690e02740b9deb654ef93c92;VİTALİS SAPANCA BUNGALOV;vi-tali-s-sapanca-bungalov;Sapanca;bungalov;approved;savibu;05446759727;vitalissapanca
690e02740b9deb654ef93c93;STAY İN SAPANCA;stay-i-n-sapanca;Sapanca;bungalov;approved;savibu;05316413633;stayinsapanca
690e02740b9deb654ef93c94;SEBİLLA SAPANCA;sebi-lla-sapanca;Sapanca;bungalov;approved;savibu;05467969033;sebillasapanca
690e02740b9deb654ef93c9b;SAPANCA VANİLLA BUNGALOV;sapanca-vani-lla-bungalov;Sapanca;bungalov;approved;savibu;05358558431;sapancavanillabungalov
690e02740b9deb654ef93c9c;GÖL EVİM SAPANCA;gol-evi-m-sapanca;Sapanca;bungalov;approved;savibu;05301155454;golevimsapanca
690e02740b9deb654ef93c9d;SAPANCA MARİNE HOUSE;sapanca-mari-ne-house;Sapanca;bungalov;approved;savibu;05491215454;sapancamarinehouse
690e02740b9deb654ef93ca0;VİOLA RESORT SAPANCA;vi-ola-resort-sapanca;Sapanca;bungalov;approved;savibu;05468423906;violaresortsapanca
690e02740b9deb654ef93ca1;HİDDEN HEAVEN BUNGALOV;hi-dden-heaven-bungalov;Sapanca;bungalov;approved;savibu;05074121518;hiddenheavensapanca
690e02740b9deb654ef93ca3;TELESKOP SUİT;teleskop-sui-t;Sapanca;bungalov;approved;savibu;905300791503;sapancateleskopsuit
690e02740b9deb654ef93ca5;RİSE'N SHİNE BUNGALOW SAPANCA;ri-se-n-shi-ne-bungalow-sapanca;Sapanca;bungalov;approved;savibu;05421301654;shinesapanca
690e02740b9deb654ef93ca8;PİERRE ROR SAPANCA;pi-erre-ror-sapanca;Sapanca;bungalov;approved;savibu;05356175493;pierrerorsapanca
690e02740b9deb654ef93caa;SAPANCA LARA VİLLA BUNGALOW;sapanca-lara-vi-lla-bungalow;Sapanca;bungalov;approved;savibu;05337369909;larabungalowsapanca
690e02740b9deb654ef93cae;GREEN LİFE SAPANCA;green-li-fe-sapanca;Sapanca;bungalov;approved;savibu;05333748051;greenlifebagevi
690e02740b9deb654ef93cb2;SAPANCA MİMOZA GARDEN BUNGALOV;sapanca-mi-moza-garden-bungalov;Sapanca;bungalov;approved;savibu;05445304331;sapancamimozagardenbungalov
690e02740b9deb654ef93cb3;PYRAMİD SAPANCA;pyrami-d-sapanca;Sapanca;bungalov;approved;savibu;05326291715;pyramidsapanca
690e02740b9deb654ef93cb8;SAPANCA NO:1 BUNGALOW;sapanca-no-1-bungalow;Sapanca;bungalov;approved;savibu;05452549901;no1bungalow
690e02740b9deb654ef93cb9;SAPANCA HAPPY LİFE;sapanca-happy-li-fe;Sapanca;bungalov;approved;savibu;05364193411;sapancahappylife
690e02740b9deb654ef93cbe;SAPANCA GREEN LİKE BUNGALOV;sapanca-green-li-ke-bungalov;Sapanca;bungalov;approved;savibu;05383667884;sapancagreenlikebungalov
690e02740b9deb654ef93cbf;SERENDER KARADENİZ EVİ;serender-karadeni-z-evi;Sapanca;bungalov;approved;savibu;05375586346;serenderkaradenizevi
690e02740b9deb654ef93cc0;SAPANCA DESTİNA BUNGALOW;sapanca-desti-na-bungalow;Sapanca;bungalov;approved;savibu;05382134857;sapancadestinabungalow
690e02740b9deb654ef93cc2;BLİSS BUNGALOV;bli-ss-bungalov;Sapanca;bungalov;approved;savibu;05373496639;blissapancaa
690e02740b9deb654ef93cc4;LİNA BUNGALOV SAPANCA;li-na-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05304811454;linabungalovsapanca
690e02740b9deb654ef93cc5;LA CASİTA BUNGALOW;la-casi-ta-bungalow;Sapanca;bungalov;approved;savibu;05535724169;lacasitabungalowsapanca
690e02740b9deb654ef93cc7;ÇINAR ÜSSÜ BUNGALOW;cinar-ussu-bungalow;Sapanca;bungalov;approved;savibu;05393259359;cinarussubungalow
690e02740b9deb654ef93cc8;MİLAGRO & SUENO SUİT BUNGALOW SAPANCA;mi-lagro-sueno-sui-t-bungalow-sapanca;Sapanca;bungalov;approved;savibu;05469295454;sapancamilagrosuitbungalow
690e02740b9deb654ef93cc9;SRN SUİTE & HOUSE;srn-sui-te-house;Sapanca;bungalov;approved;savibu;05451315454;sapancasrnsuite
690e02740b9deb654ef93cca;SAPANCA AKSA SUİT BUNGALOV;sapanca-aksa-sui-t-bungalov;Sapanca;bungalov;approved;savibu;05308922662;sapancaaksabungalov
690e02740b9deb654ef93ccb;SAPANCA AGİA BUNGALOV;sapanca-agi-a-bungalov;Sapanca;bungalov;approved;savibu;05425438303;sapancaagiabungalov
690e02740b9deb654ef93ccf;SAPANCA SAZLIGÖL BUNGALOV;sapanca-sazligol-bungalov;Sapanca;bungalov;approved;savibu;02645820011;sazligolbungalov
690e02740b9deb654ef93cd3;SAPANCA ÖZEN BUNGALOV;sapanca-ozen-bungalov;Sapanca;bungalov;approved;savibu;05453552928;sapancaozenbungalov
690e02740b9deb654ef93cd7;MAHMUDİYE RESORT;mahmudi-ye-resort;Sapanca;bungalov;approved;savibu;05326513912;mahmudiyeresort
690e02740b9deb654ef93cd9;SAPANCA SİLENCE BUNGALOV;sapanca-si-lence-bungalov;Sapanca;bungalov;approved;savibu;05010639620;sapancasilencebungalov
690e02740b9deb654ef93cdf;OASİS WOODEN HOUSE;oasi-s-wooden-house;Sapanca;bungalov;approved;savibu;05011614154;oasiswoodenhouse
690e02740b9deb654ef93ce2;GÜLER BUNGALOV;guler-bungalov;Sapanca;bungalov;approved;savibu;05393499742;gulerbungalov
690e02740b9deb654ef93ce3;NO:95 DELUXE BUNGALOV;no-95-deluxe-bungalov;Sapanca;bungalov;approved;savibu;905071819595;no95deluxebungalov
690e02740b9deb654ef93ce6;İNCE BUNGALOV;i-nce-bungalov;Sapanca;bungalov;approved;savibu;05301093054;sapancaincebungalow
690e02740b9deb654ef93ce9;BUNGALOV DEREİÇİ;bungalov-derei-ci;Sapanca;bungalov;approved;savibu;05306155441;bungalovdereici
690e02740b9deb654ef93ced;STAR HİLL SAPANCA;star-hi-ll-sapanca;Sapanca;bungalov;approved;savibu;05386174242;starhillsapanca
690e02740b9deb654ef93cee;ÇİNİLİ MAVİ KÖŞK;ci-ni-li-mavi-kosk;Sapanca;bungalov;approved;savibu;05415633037;cinilimavikosk
690e02740b9deb654ef93cf1;NORTH LİFE BUNGALOV SAPANCA;north-li-fe-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05300948443;northlifebungalovsapanca
690e02740b9deb654ef93cf2;LİVADİ SAPANCA;li-vadi-sapanca;Sapanca;bungalov;approved;savibu;05345479753;livadisapanca
690e02740b9deb654ef93cf4;DİAVA SAPANCA;di-ava-sapanca;Sapanca;bungalov;approved;savibu;05300442826;diavasapanca
690e02740b9deb654ef93cf8;MİNTİNİ TAŞ EV;mi-nti-ni-tas-ev;Sapanca;bungalov;approved;savibu;05302094882;sapancamintinitasev
690e02740b9deb654ef93cfd;TİNY PALAS BUNGALOV EVLERİ;ti-ny-palas-bungalov-evleri;Sapanca;bungalov;approved;savibu;905072591818;tinypalas
690e02740b9deb654ef93d02;AYS SUİT BUNGALOV;ays-sui-t-bungalov;Sapanca;bungalov;approved;savibu;05316455145;ays.suitbungalov
690e02740b9deb654ef93d06;KEİL BUNGALOV;kei-l-bungalov;Sapanca;bungalov;approved;savibu;05344053454;keilbungalovsapanca
690e02740b9deb654ef93d07;BLUE WHİTE CAMPİNG BUNGALOV;blue-whi-te-campi-ng-bungalov;Sapanca;bungalov;approved;savibu;05330529541;bluewhitecamping_bungalow
690e02740b9deb654ef93d09;İSTANBULDERE BUNGALOV (Sıcak havuz & Jakuzi);i-stanbuldere-bungalov-sicak-havuz-jakuzi;Sapanca;bungalov;approved;savibu;05052105406;
690e02740b9deb654ef93d0c;SAPANCA OFİDİ BUNGALOV;sapanca-ofi-di-bungalov;Sapanca;bungalov;approved;savibu;05530176405;sapancaofidibungalov
690e02740b9deb654ef93d0f;MÜENBA BUNGALOW;muenba-bungalow;Sapanca;bungalov;approved;savibu;05343134644;sapancamuenbabungalow
690e02740b9deb654ef93d10;SAPANCA ÖZFER BUNGALOV;sapanca-ozfer-bungalov;Sapanca;bungalov;approved;savibu;0533231231905309016654;sapancaozferbungalov
690e02740b9deb654ef93d13;CABİN BUNGALOV SAPANCA;cabi-n-bungalov-sapanca;Sapanca;bungalov;approved;savibu;05398800870;sapancacabinbungalov
690e02740b9deb654ef93d15;SAPANCA JASMİNE BUNGALOV;sapanca-jasmi-ne-bungalov;Sapanca;bungalov;approved;savibu;05379133331;sapancajasminebungalov
690e02740b9deb654ef93d1a;MAMA'S PALACE BUNGALOW HOTEL;mama-s-palace-bungalow-hotel;Sapanca;bungalov;approved;savibu;05399474343;mamaspalace
